dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
1,What should I do if I have an allergy of sneezing when i wake upplease tell me what type of disease or allergy it is?,"Lately, I have been sneezing a lot. Not sure if it is just allergy or something major. What do you think?",1,117,105,allergy sneezing wake upplease tell type disease allergy,lately sneezing lot sure allergy something major think
1,What specific exercises would help bursitis of the suprapatellar?,Can I take any medication for pain due to suprapatellar bursitis? Unable to exercise. :(,0,65,88,specific exercise would help bursitis suprapatellar,take medication pain due suprapatellar bursitis unable exercise
1,What specific exercises would help bursitis of the suprapatellar?,Hey doc! My doctor diagnosed me with suprapatellar bursitis. Are there any exercises that I can do at home?,1,65,107,specific exercise would help bursitis suprapatellar,hey doc doctor diagnose suprapatellar bursitis exercise home
1,"What to do if I have hypertension, depression of lost love, completely broke. what to do?",I recently lost my job and the love of my life. The RN who saw me yesterday said I have high blood pressure. Will I be diagnosed with depression?,1,89,145,hypertension depression lose love completely break,recently lose job love life rn see yesterday say high blood pressure diagnose depression
1,"What to do if I have hypertension, depression of lost love, completely broke. what to do?","Whenever I look at girls, I get palpitations and I get super-nervous. I think I have a high blood pressure when this happens too. Is this normal?",0,89,145,hypertension depression lose love completely break,whenever look girl get palpitation get think high blood pressure happen normal
1,Which hormones are responsible for giving you a male features on your face?,Can I take some hormones to make my face more masculine? I just want to impress my girlfriend. :D,1,75,97,hormone responsible give male feature face,take hormone make face masculine want impress girlfriend
1,Which hormones are responsible for giving you a male features on your face?,Can Oral contraceptive pills cause a woman to look less masculine?,0,75,66,hormone responsible give male feature face,oral contraceptive pill cause woman look less masculine
1,Which treatment works the best and fastest for aortic regurgitation?,I have chest pain and breathing difficulty. Do I have a heart disease?,0,68,70,treatment work well fast aortic regurgitation,chest pain breathing difficulty heart disease
1,Which treatment works the best and fastest for aortic regurgitation?,My ECHO report shows Aortic Regurgitation. How is this treated? I already have an appointment on Friday.,1,68,104,treatment work well fast aortic regurgitation,echo report show aortic regurgitation treat already appointment friday
1,Why does my arm always fall asleep? Like to the point where i can't move it at all,I have neck pain and arm numbness. Are both related?,0,82,52,arm always fall asleep like point ca move,neck pain arm numbness relate
1,Why does my arm always fall asleep? Like to the point where i can't move it at all,Is it normal for my arm to feel numb all the time? I cannot even move it. :( ,1,82,77,arm always fall asleep like point ca move,normal arm feel numb time even move
1,Why do I have white pigmentation skin colour around my anus and extreme itching and blisters around the anus and anal cleft?,"Hey! I observed recently that the skin near the butthole is white and extremely itchy. Is it normal? If not, what could be the cause?",1,124,133,white pigmentation skin colour around anus extreme itching blister around anus anal cleft,hey observe recently skin near butthole white extremely itchy normal could cause
1,Why do I have white pigmentation skin colour around my anus and extreme itching and blisters around the anus and anal cleft?,Isn't anal sex the only reason for HIV transmission?,0,124,52,white pigmentation skin colour around anus extreme itching blister around anus anal cleft,anal sex reason hiv transmission
1,Will taking birth control pills for treatment of dysmenorrhea affect my fertility later once married?,I have irregular periods and get severe pain when on my period. My doctor has prescribed me with Sprintec. My boyfriend is a little concerned of the long term effects. Will we be able to conceive once I stop it?,1,101,211,take birth control pill treatment dysmenorrhea affect fertility later marry,irregular period get severe pain period doctor prescribe sprintec boyfriend little concerned long term effect able conceive stop
1,Will taking birth control pills for treatment of dysmenorrhea affect my fertility later once married?,Is painful periods common with birth control pills?,0,101,51,take birth control pill treatment dysmenorrhea affect fertility later marry,painful period common birth control pill
2,"35 years old female no heart problems, sharp pain in chest/heart. Only last a min. Hits anytime driving sitting takes my breath away, happening more?",How does a heart attack present in a 36 year old female?,0,149,56,35 year old female heart problem sharp pain last min hit anytime drive sitting take breath away happen,heart attack present 36 year old female
2,"35 years old female no heart problems, sharp pain in chest/heart. Only last a min. Hits anytime driving sitting takes my breath away, happening more?","Very short lasting but acute chest pains for a few weeks now, with no past history of chest/cardiac disease could indicate something serious?",1,149,141,35 year old female heart problem sharp pain last min hit anytime drive sitting take breath away happen,short last acute chest pain week past history disease could indicate something serious
2,A doctor prescribed voren supp 12.5mg for my 3-year-old boy for fever. Isnt voren used for post-op inflammatn?,Can voren that is used for post op inflammation be also prescribed for a fever in a kid?,1,110,88,doctor prescribe voren supp boy fever be not voren use inflammatn,voren use post op inflammation also prescribe fever kid
2,A doctor prescribed voren supp 12.5mg for my 3-year-old boy for fever. Isnt voren used for post-op inflammatn?,"My 3 year old has a high grade fever for 2 days now, what should I do?",0,110,70,doctor prescribe voren supp boy fever be not voren use inflammatn,3 year old high grade fever 2 day
2,After I had intercourse with hubby I noticed slight fresh blood and burning sensation and urge to urinate. What might be the cause?,"I am 9 wks pregnant and just had some bleeding today, after sex. is it dangerous? Will me baby be okay?",0,131,103,intercourse hubby notice slight fresh blood burn sensation urge urinate might cause,9 wk pregnant bleed today sex dangerous baby okay
2,After I had intercourse with hubby I noticed slight fresh blood and burning sensation and urge to urinate. What might be the cause?,"Okay, so 1st, this has never happened before. But after doing it with my husband today, I've had some bleeding, ithcing and an urgency to pee! Is it a UTI?",1,131,155,intercourse hubby notice slight fresh blood burn sensation urge urinate might cause,okay 1st never happen husband today bleed ithcing urgency pee uti
2,"After two weeks of oral surgery, my cheek is still swollen and I feel hard lumps on the lower part. It also itches outside. Help?",Is cheek swelling and slight itching normal after 2 weeks of oral surgery?,1,129,74,two week oral surgery cheek still swollen feel hard lump low part also itch outside help,cheek swelling slight itching normal 2 week oral surgery
2,"After two weeks of oral surgery, my cheek is still swollen and I feel hard lumps on the lower part. It also itches outside. Help?",What is the expected recovery time after an oral surgery? When can I get on with a normal life and normal diet?,0,129,111,two week oral surgery cheek still swollen feel hard lump low part also itch outside help,expect recovery time oral surgery get normal life normal diet
